162916	162916012	BANARAN
163203	163203005	BANARAN
161202	161202001	BANARAN
161212	161212014	BANARAN
161010	161010001	BANARAN
160913	160913005	BANARAN
161609	161609011	BANARAN
161605	161605015	BANARAN
162108	162108018	BANARAN
160428	160428011	BANARAN
161615	161615020	BANARAN KULON
161615	161615021	BANARAN WETAN
162609	162609005	BANARESEP BARAT
162609	162609008	BANARESEP TIMUR
161910	161910006	BANBAN
162604	162604007	BANBARU
162620	162620014	BANCAMARA
160109	160109009	BANCANG
162104	162104007	BANCANGAN
162103	162103012	BANCAR
162820	162820024	BANCAR
160111	160111011	BANCARAN
162308	162308008	BANCELOK
160407	160407015	BANCER
160402	160402015	BANCER
161211	161211007	BANCONG
160115	160115011	BANDA SOLEH
160116	160116003	BANDANG DAYA
160115	160115008	BANDANG LAOK
161808	161808003	BANDAR
161312	161312004	BANDAR
160801	160801001	BANDAR KEDUNG MULYO
163201	163201005	BANDAR KIDUL
163201	163201007	BANDAR LOR
162115	162115006	BANDARALIM
161119	161119011	BANDARAN
161901	161901004	BANDARAN
162022	162022016	BANDARAN
161505	161505017	BANDARASRI
120713	120713008	BANDENGAN
160518	160518003	BANDILAN
163402	163402008	BANDULAN
162902	162902008	BANDUNG
160804	160804016	BANDUNG
161607	161607004	BANDUNG
161515	161515004	BANDUNG
120132	120132001	Bandung
160106	160106007	BANDUNG
121805	121805002	Bandung
140502	140502001	Bandung
161910	161910011	BANDUNGAN
161208	161208007	BANDUNGAN
161404	161404001	BANDUNGREJO
160426	160426009	BANDUNGREJO
162810	162810008	BANDUNGREJO
163402	163402005	BANDUNGREJOSARI
161012	161012011	BANDUNGSARI
160607	160607012	BANDUNGSEKARAN
162415	162415015	BANGAH
120618	120618008	BANGBAYANG
120529	120529008	BANGBAYANG
161420	161420005	BANGELAN
161518	161518011	BANGERAN
160614	160614006	BANGERAN
161707	161707004	BANGET
161619	161619011	BANGGLE
160903	160903005	BANGGLE
161001	161001003	BANGGLE
160422	160422005	BANGILAN
162802	162802008	BANGILAN
163602	163602008	BANGILAN
162607	162607007	BANGKAL
120901	120901001	Bangkaloa Ilir
161909	161909003	BANGKES
163814	163814001	BANGKINGAN
160910	160910004	BANGKOK
161017	161017003	BANGKOK
162913	162913006	BANGOAN
120725	120725007	BANGODUA
160107	160107019	BANGPENDAH
162417	162417023	Bangrajan
140221	140221001	Bangsa
162301	162301010	BANGSAH
163203	163203010	BANGSAL
160712	160712009	Bangsal
161509	161509011	BANGSAL
162104	162104014	BANGSALAN
160719	160719006	BANGSALSARI
162607	162607011	BANGSELOK
161912	161912008	BANGSEREH
160117	160117002	BANGSEREH
160920	160920002	BANGSONGAN
160821	160821008	BANGSRI
161609	161609003	BANGSRI
161309	161309012	BANGSRI
162410	162410019	BANGSRI
160217	160217001	BANGSRING
161506	161506019	BANGUN
162702	162702009	BANGUN
210301	210301001	Bangun Harja
090302	090302001	Bangun Rejo
161317	161317010	BANGUNASRI
120518	120518009	BANGUNHARJA
120514	120514022	Bangunjaya
120531	120531013	Bangunjaya
120504	120504008	Bangunjaya
120436	120436014	BANGUNJAYA
123109	123109001	Bangunjaya
121101	121101026	Bangunjaya
162903	162903015	BANGUNJAYA
123109	123109002	Bangunkarya
120504	120504003	BANGUNKARYA
162903	162903012	BANGUNMULYO
140711	140711001	Bangunreja
140704	140704009	Bangunreja
161719	161719002	BANGUNREJO
162807	162807011	BANGUNREJO
162117	162117009	BANGUNREJO
161715	161715008	BANGUNREJO KIDUL
161716	161716002	BANGUNREJO LOR
161804	161804009	BANGUNSARI
161808	161808007	BANGUNSARI
161203	161203012	BANGUNSARI
161210	161210013	BANGUNSARI
160211	160211003	BANGUNSARI
120514	120514010	BANGUNSARI
162118	162118008	BANGUNSARI
150102	150102001	Banguntapan
160107	160107018	BANJAR
160213	160213006	BANJAR
121901	121901005	Banjar
162307	162307009	BANJAR
162811	162811007	BANJAR
162701	162701002	BANJAR
161606	161606010	BANJAR ANYAR
162618	162618006	BANJAR BARAT
162309	162309009	BANJAR BILLAH
161619	161619001	BANJAR DOWO
160820	160820007	BANJAR DOWO
160813	160813019	BANJAR DOWO
162013	162013018	BANJAR KEJEN
162413	162413016	BANJAR KEMUNING
161608	161608007	BANJAR SARI
160801	160801009	BANJAR SARI
120414	120414006	BANJAR SARI
160731	160731008	BANJAR SENGON
163816	163816011	BANJAR SUGIAN
162305	162305010	BANJAR TABULU
162305	162305002	BANJAR TALELA
162618	162618007	BANJAR TIMUR
120414	120414007	BANJAR WANGI
120414	120414010	BANJAR WARU
160807	160807010	BANJARAGUNG
160607	160607009	BANJARAGUNG
161512	161512016	BANJARAGUNG
162808	162808011	BANJARAGUNG
163202	163202012	BANJARAN
160602	160602011	BANJARAN
140705	140705010	Banjaran
160417	160417019	BANJARAN
120119	120119001	Banjaran Kulon
120536	120536010	BANJARANGSANA
161711	161711001	BANJARANSARI
160904	160904014	BANJARANYAR
120542	120542008	Banjaranyar
120511	120511026	Banjaranyar
160417	160417001	BANJARANYAR
161428	161428003	BANJARARUM
162808	162808009	BANJARARUM
162406	162406009	BANJARASRI
161716	161716001	BANJARBANGGI
162411	162411003	BANJARBENDO
162820	162820019	BANJAREJO
162908	162908011	BANJAREJO
163302	163302004	BANJAREJO
161617	161617018	BANJAREJO
161432	161432003	BANJAREJO
161317	161317001	BANJAREJO
161311	161311020	BANJAREJO
161309	161309005	BANJAREJO
161415	161415008	BANJAREJO
160916	160916011	BANJAREJO
161012	161012005	BANJAREJO
161204	161204012	BANJAREJO
161018	161018017	BANJAREJO
160903	160903015	BANJAREJO
160423	160423015	BANJAREJO
161002	161002001	BANJARGONDANG
123103	123103002	Banjarharja
120508	120508007	BANJARHARJA
162005	162005011	BANJARIMBO
162107	162107001	BANJARJO
161805	161805013	BANJARJO
161401	161401008	BANJARJO
160419	160419006	BANJARJO
160430	160430009	BANJARJO
162412	162412013	BANJARKEMANTREN
142003	142003001	Banjarkota
161021	161021001	BANJARMADU
161013	161013019	BANJARMENDALAN
163201	163201004	BANJARMLATI
161309	161309004	BANJARPANJANG
162406	162406010	BANJARPANJI
161425	161425005	BANJARREJO
161008	161008018	BANJARREJO
161213	161213009	BANJARSARI
160719	160719010	BANJARSARI
160605	160605025	BANJARSARI
160611	160611008	BANJARSARI
161419	161419004	BANJARSARI
161517	161517005	BANJARSARI
161804	161804021	BANJARSARI
162013	162013017	BANJARSARI
160212	160212006	BANJARSARI
160424	160424012	BANJARSARI
120511	120511013	BANJARSARI
120319	120319003	BANJARSARI
162412	162412011	BANJARSARI
162224	162224012	BANJARSARI
162914	162914013	BANJARSARI
161204	161204015	BANJARSARI KULON
161204	161204014	BANJARSARI WETAN
162206	162206008	BANJARSAWAH
161506	161506007	BANJARTANGGUL
120820	120820001	Banjarwangi
120713	120713011	BANJARWANGUNAN
161106	161106001	BANJARWARU
161026	161026010	BANJARWATI
162802	162802011	BANJARWORO
162401	162401013	BANJARWUNGU
162604	162604008	BANMALENG
162620	162620015	BANRAAS
162516	162516004	BANTAL
140704	140704024	Bantar
140703	140703006	Bantar
140730	140730001	Bantar
120424	120424003	BANTAR JATI
120401	120401002	BANTAR KARET
120420	120420002	BANTAR KUNING
120431	120431005	BANTAR SARI
162204	162204002	BANTARAN
120513	120513002	BANTARDAWA
122008	122008001	Bantargebang
120431	120431004	BANTARJAYA
120321	120321002	BANTARJAYA
121742	121742002	Bantarkalong
121742	121742003	Bantarkalong
121744	121744002	Bantarkalong
121701	121701010	BANTARKALONG
140603	140603002	Bantarkawungh
140706	140706005	Bantarmanggu
140706	140706008	Bantarpanjang
140706	140706024	Bantarpanjang
140731	140731002	Bantarsari
140719	140719002	Bantarsari
122612	122612003	Bantarsari
120321	120321001	BANTARSARI
120114	120114003	Bantarsari
120114	120114004	Bantarsari
120514	120514012	BANTARSARI
121206	121206001	Bantarujeg
160118	160118006	BANTEAN
162617	162617011	BANTELAN
162902	162902003	BANTENGAN
161205	161205010	BANTENGAN
161021	161021013	BANTENGPUTIH
160606	160606019	BANTER
140209	140209002	Banteran
161404	161404005	BANTUR
161432	161432006	BANTUREJO
162619	162619004	BANUAJU BARAT
162619	162619005	BANUAJU TIMUR
160922	160922005	BANYAKAN
160117	160117008	BANYIOR
160114	160114013	BANYONENG DAJAH
160114	160114012	BANYONENG LAOK
160101	160101003	BANYU AJUH
120436	120436010	BANYU ASIH
160109	160109017	BANYU BESE
161717	161717001	BANYU BIRU
162517	162517001	BANYU PUTIH
120436	120436004	BANYU RESMI
160116	160116013	BANYU SANGKAH
161713	161713015	BANYU URIP
163818	163818003	BANYU URIP
120436	120436009	BANYU WANGI
160204	160204003	BANYUANYAR
160910	160910008	BANYUANYAR
162304	162304004	BANYUANYAR
162207	162207010	BANYUANYAR KIDUL
162219	162219001	BANYUANYAR LOR
162207	162207012	BANYUANYAR TENGAH
160805	160805008	BANYUARANG
162310	162310018	BANYUATES
162809	162809003	BANYUBANG
161025	161025008	BANYUBANG
161906	161906026	BANYUBULU
160107	160107010	BANYUBUNIH
161309	161309003	BANYUDONO
162118	162118014	BANYUDONO
162503	162503007	BANYUGLUGUR
161211	161211003	BANYUKAMBANG
162307	162307003	BANYUKAPAH
161518	161518013	BANYULEGI
162304	162304017	BANYUMAS
550101	550101001	Banyuning
161907	161907001	BANYUPELLE
160514	160514011	BANYUPUTIH
161112	161112001	BANYUPUTIH KIDUL
161113	161113001	BANYUPUTIH LOR
121748	121748001	Banyurasa
162313	162313014	BANYUSOKAH
160615	160615014	BANYUTENGAH
160616	160616011	BANYUURIP
160603	160603006	BANYUURIP
161018	161018016	BANYUURIP
142103	142103001	Banyuurip
162803	162803001	BANYUURIP
162906	162906004	BANYUURIP
160611	160611013	BANYUWANGI
160514	160514007	BANYUWULU
162101	162101001	BAOSANKIDUL
162101	162101006	BAOSANLOR
162311	162311001	BAPELLE
161017	161017022	BAPUH BARU
161017	161017006	BAPUHBANDUNG
490204	490204001	Barambai Kolam Kanan
120206	120206014	BARANANGSIANG
162701	162701013	BARANG
161018	161018005	BARANGGAYAM
161115	161115001	BARAT
163810	163810001	BARATAJAYA
160512	160512005	BARATAN
160731	160731004	BARATAN
120512	120512007	BAREGBEG
120524	120524004	BAREGBEG
160208	160208001	BARENG
160426	160426017	BARENG
160414	160414002	BARENG
160410	160410005	BARENG
160807	160807007	BARENG
162107	162107006	BARENG
161601	161601002	BARENG
163403	163403005	BARENG
162119	162119008	BARENG
120438	120438014	BARENGKOK
120402	120402006	BARENGKOK
162417	162417021	BARENGKRAJAN
120703	120703002	BARISAN
161611	161611003	BARON
161308	161308016	BARON
160614	160614015	BARON
160801	160801003	BARONG SAWAHAN
162304	162304012	BARUH
162710	162710007	BARUHARJO
162309	162309006	BARUNG GAGAH
161905	161905008	BARURAMBAT KOTA
161902	161902018	BARURAMBAT TIMUR
161004	161004007	BARUREJO
160108	160108023	BASANAH
162614	162614001	BASOKA
162610	162610002	BATAAL BARAT
162610	162610003	BATAAL TIMUR
160509	160509007	BATAAN
091202	091202001	Batabf Hari Ogan
160103	160103005	BATAH BARAT
160103	160103006	BATAH TIMUR
091202	091202002	Batang Hari Ogan
160108	160108017	BATANGAN
162619	162619015	BATANGBATANG DAYA
162619	162619002	BATANGBATANG LAOK
162916	162916005	BATANGSAREN
161515	161515011	BATANKRAJAN
162802	162802002	BATE
161605	161605009	BATEMBAT
160105	160105013	BATES
162615	162615004	BATES
162310	162310016	BATIOH
160114	160114004	BATOBELLA
120439	120439003	BATOK
161207	161207001	BATOK
160106	160106004	BATOKABAN
160431	160431001	BATOKAN
162914	162914012	BATOKAN
160115	160115013	BATOKOROGAN
160113	160113002	BATONAONG
162307	162307013	BATOPORO BARAT
162307	162307014	BATOPORO TIMUR
160118	160118020	BATOR
162309	162309001	BATORASANG
162512	162512003	BATTAL
360109	360109001	Batu Ampar
360126	360126001	Batu Ampar
120436	120436012	BATU JAJAR
121006	121006001	Batu Jaya
162305	162305006	BATU KARANG
120415	120415005	BATU LAYANG
160519	160519012	BATU SALANG
121704	121704018	Batu Sumur
160905	160905006	BATUAJI
162611	162611012	BATUAMPAR
162608	162608005	BATUAN
162615	162615001	BATUBELAH BARAT
162615	162615002	BATUBELAH TIMUR
161912	161912011	BATUBINTANG
162618	162618005	BATUDINDING
120207	120207002	BATUJAJAR BARAT
120207	120207003	BATUJAJAR TIMUR
161906	161906002	BATUKALANGAN
120502	120502004	BATUKARAS
123106	123106001	Batukaras
161913	161913006	BATUKERBUY
420403	420403001	Batukuda
121733	121733004	Batulawang
121903	121903002	Batulawang
120628	120628006	BATULAWANG
120606	120606008	BATULAWANG
120201	120201006	BATULAYANG
120501	120501005	BATUMALANG
123107	123107002	Batumalang
162626	162626006	BATUPUTIH
162617	162617010	BATUPUTIH DAYA
162617	162617003	BATUPUTIH KENEK
162617	162617002	BATUPUTIH LAOK
162210	162210010	BATUR
140102	140102001	Batur
081003	081003001	Baturaja Bungun
161428	161428007	BATURETNO
161407	161407003	BATURETNO
